4.793300867080688477e+00,9.957366466522216797e+00,1.492500329017639160e+01,1.985823011398315430e+01,2.488593745231628418e+01,2.984607934951782227e+01,3.486884307861328125e+01,3.981395936012268066e+01,4.473777484893798828e+01,4.979515361785888672e+01,5.488179683685302734e+01,5.992047381401062012e+01,6.501965451240539551e+01,7.008000540733337402e+01,7.505523705482482910e+01,7.996225905418395996e+01,8.489845895767211914e+01,9.004167056083679199e+01,9.501998305320739746e+01,1.001085124015808105e+02,1.051399502754211426e+02,1.100857617855072021e+02,1.149482088088989258e+02,1.200579760074615479e+02,1.252543823719024658e+02,1.303406803607940674e+02,1.353668971061706543e+02,1.403441791534423828e+02,1.452808413505554199e+02,1.502054412364959717e+02,1.553373308181762695e+02,1.605161690711975098e+02,1.653692634105682373e+02,1.704531235694885254e+02,1.754352221488952637e+02,1.804006378650665283e+02,1.853458523750305176e+02,1.903785126209259033e+02,1.952583892345428467e+02,2.003000528812408447e+02,2.052665362358093262e+02,2.102021255493164062e+02,2.152312779426574707e+02,2.203451938629150391e+02,2.254575455188751221e+02,2.305650694370269775e+02,2.355559175014495850e+02,2.406496593952178955e+02,2.456443996429443359e+02,2.507755296230316162e+02,2.558235292434692383e+02,2.607822334766387939e+02,2.657791786193847656e+02,2.707947201728820801e+02,2.757399098873138428e+02,2.808669004440307617e+02,2.860100579261779785e+02,2.910560882091522217e+02,2.960109150409698486e+02,3.010575790405273438e+02
4.854810953140258789e+00,9.814407587051391602e+00,1.478999376296997070e+01,1.986673259735107422e+01,2.491432189941406250e+01,2.995031523704528809e+01,3.499517941474914551e+01,3.998099493980407715e+01,4.490579509735107422e+01,5.007167673110961914e+01,5.513144803047180176e+01,6.017818236351013184e+01,6.533985447883605957e+01,7.046729040145874023e+01,7.541470479965209961e+01,8.045528626441955566e+01,8.565644359588623047e+01,9.078886485099792480e+01,9.587864089012145996e+01,1.009295947551727295e+02,1.059708170890808105e+02,1.110595846176147461e+02,1.162613980770111084e+02,1.213309164047241211e+02,1.263859663009643555e+02,1.315824947357177734e+02,1.366400051116943359e+02,1.417003259658813477e+02,1.466463580131530762e+02,1.517502579689025879e+02,1.567887659072875977e+02,1.619670588970184326e+02,1.670961196422576904e+02,1.721244537830352783e+02,1.771204867362976074e+02,1.821013145446777344e+02,1.872951366901397705e+02,1.924806389808654785e+02,1.974782793521881104e+02,2.025079228878021240e+02,2.076785085201263428e+02,2.127510194778442383e+02,2.177657289505004883e+02,2.228799316883087158e+02,2.278884758949279785e+02,2.329950587749481201e+02,2.380337715148925781e+02,2.430476069450378418e+02,2.483047881126403809e+02,2.534926574230194092e+02,2.586765327453613281e+02,2.638996541500091553e+02,2.690958054065704346e+02,2.742552864551544189e+02,2.793903777599334717e+02,2.844857492446899414e+02,2.895091021060943604e+02,2.945301737785339355e+02,2.997342860698699951e+02,3.047977290153503418e+02
5.038249969482421875e+00,1.028123593330383301e+01,1.538728332519531250e+01,2.057115864753723145e+01,2.569028854370117188e+01,3.078729200363159180e+01,3.577536153793334961e+01,4.089216542243957520e+01,4.597452926635742188e+01,5.113958907127380371e+01,5.625500464439392090e+01,6.136729192733764648e+01,6.631599140167236328e+01,7.146209144592285156e+01,7.653484749794006348e+01,8.156852865219116211e+01,8.670844173431396484e+01,9.167628121376037598e+01,9.682094287872314453e+01,1.019583525657653809e+02,1.069906423091888428e+02,1.121029663085937500e+02,1.171376969814300537e+02,1.221612286567687988e+02,1.272959427833557129e+02,1.324325087070465088e+02,1.376295893192291260e+02,1.427031507492065430e+02,1.478959324359893799e+02,1.529734055995941162e+02,1.579351747035980225e+02,1.630109934806823730e+02,1.681942234039306641e+02,1.731942179203033447e+02,1.783194897174835205e+02,1.833447785377502441e+02,1.884418809413909912e+02,1.934187259674072266e+02,1.984555029869079590e+02,2.035068097114562988e+02,2.085884885787963867e+02,2.135743887424468994e+02,2.186938025951385498e+02,2.237256391048431396e+02,2.287719247341156006e+02,2.339135200977325439e+02,2.389987075328826904e+02,2.441309621334075928e+02,2.491022686958312988e+02,2.541182470321655273e+02,2.594198970794677734e+02,2.644748194217681885e+02,2.696497762203216553e+02,2.748865962028503418e+02,2.799447064399719238e+02,2.850948436260223389e+02,2.902528853416442871e+02,2.955113334655761719e+02,3.005832328796386719e+02,0.000000000000000000e+00
4.891292333602905273e+00,9.776659965515136719e+00,1.474139714241027832e+01,1.983557438850402832e+01,2.470188474655151367e+01,2.965194010734558105e+01,3.472798156738281250e+01,3.989957284927368164e+01,4.490376496315002441e+01,4.990346050262451172e+01,5.503108453750610352e+01,6.001861071586608887e+01,6.511259198188781738e+01,7.013606214523315430e+01,7.523143815994262695e+01,8.045690989494323730e+01,8.566445994377136230e+01,9.078457784652709961e+01,9.599565958976745605e+01,1.010994460582733154e+02,1.060752868652343750e+02,1.110987169742584229e+02,1.162442531585693359e+02,1.213445293903350830e+02,1.263680355548858643e+02,1.315253784656524658e+02,1.368401265144348145e+02,1.420586929321289062e+02,1.472336409091949463e+02,1.522168161869049072e+02,1.574365077018737793e+02,1.624017207622528076e+02,1.675545508861541748e+02,1.726629285812377930e+02,1.777141401767730713e+02,1.827290129661560059e+02,1.877346961498260498e+02,1.928227627277374268e+02,1.978699998855590820e+02,2.028521697521209717e+02,2.080858078002929688e+02,2.131203672885894775e+02,2.181072533130645752e+02,2.232466599941253662e+02,2.283120501041412354e+02,2.333745727539062500e+02,2.384303145408630371e+02,2.436067156791687012e+02,2.487570765018463135e+02,2.538876013755798340e+02,2.591350023746490479e+02,2.641994545459747314e+02,2.694154720306396484e+02,2.745523760318756104e+02,2.796818733215332031e+02,2.848105967044830322e+02,2.899980363845825195e+02,2.951335837841033936e+02,3.001991755962371826e+02,0.000000000000000000e+00
4.785487413406372070e+00,9.722695827484130859e+00,1.464478874206542969e+01,1.974706602096557617e+01,2.472128653526306152e+01,2.984743618965148926e+01,3.497971510887145996e+01,4.027096748352050781e+01,4.527499675750732422e+01,5.047140312194824219e+01,5.558106493949890137e+01,6.073097395896911621e+01,6.574076557159423828e+01,7.087185764312744141e+01,7.600493621826171875e+01,8.119338583946228027e+01,8.635626006126403809e+01,9.141755509376525879e+01,9.653527259826660156e+01,1.016758444309234619e+02,1.067582631111145020e+02,1.118930826187133789e+02,1.169299981594085693e+02,1.221079118251800537e+02,1.272547857761383057e+02,1.323493831157684326e+02,1.374306769371032715e+02,1.424004101753234863e+02,1.475308718681335449e+02,1.525144588947296143e+02,1.575763840675354004e+02,1.626676614284515381e+02,1.677971642017364502e+02,1.729548559188842773e+02,1.780065796375274658e+02,1.830787889957427979e+02,1.881398928165435791e+02,1.931184432506561279e+02,1.983690378665924072e+02,2.034936482906341553e+02,2.084268784523010254e+02,2.135303468704223633e+02,2.185733370780944824e+02,2.237627074718475342e+02,2.288081037998199463e+02,2.337464640140533447e+02,2.389823036193847656e+02,2.442042446136474609e+02,2.492253034114837646e+02,2.542979123592376709e+02,2.593495175838470459e+02,2.644123547077178955e+02,2.695571203231811523e+02,2.746292676925659180e+02,2.795707101821899414e+02,2.846735951900482178e+02,2.897534728050231934e+02,2.949751024246215820e+02,3.000337343215942383e+02,0.000000000000000000e+00
4.974452733993530273e+00,1.024105262756347656e+01,1.526961565017700195e+01,2.024071502685546875e+01,2.526958990097045898e+01,3.022512340545654297e+01,3.522176384925842285e+01,4.029349207878112793e+01,4.536203050613403320e+01,5.038618969917297363e+01,5.529723668098449707e+01,6.046423244476318359e+01,6.554174590110778809e+01,7.049620103836059570e+01,7.554940342903137207e+01,8.066908335685729980e+01,8.564199495315551758e+01,9.064630913734436035e+01,9.583831071853637695e+01,1.009508156776428223e+02,1.059490549564361572e+02,1.110411179065704346e+02,1.161162223815917969e+02,1.212263324260711670e+02,1.262910726070404053e+02,1.313528139591217041e+02,1.363728547096252441e+02,1.413060948848724365e+02,1.463736248016357422e+02,1.514382493495941162e+02,1.565122835636138916e+02,1.614260444641113281e+02,1.664305584430694580e+02,1.714164898395538330e+02,1.764474058151245117e+02,1.814984314441680908e+02,1.865049350261688232e+02,1.914210999011993408e+02,1.963583810329437256e+02,2.015099353790283203e+02,2.065720393657684326e+02,2.115652208328247070e+02,2.166944780349731445e+02,2.216170880794525146e+02,2.265770645141601562e+02,2.317122049331665039e+02,2.366880335807800293e+02,2.416699495315551758e+02,2.467372100353240967e+02,2.518156507015228271e+02,2.567781047821044922e+02,2.616802525520324707e+02,2.667669904232025146e+02,2.717012538909912109e+02,2.766999945640563965e+02,2.817619197368621826e+02,2.866668772697448730e+02,2.917295591831207275e+02,2.967581400871276855e+02,3.019447042942047119e+02
4.954182147979736328e+00,9.927521944046020508e+00,1.503484106063842773e+01,2.022587776184082031e+01,2.527076029777526855e+01,3.037640881538391113e+01,3.538270568847656250e+01,4.041121912002563477e+01,4.534892868995666504e+01,5.054453039169311523e+01,5.557535266876220703e+01,6.061678242683410645e+01,6.569900846481323242e+01,7.072110867500305176e+01,7.578186750411987305e+01,8.079432940483093262e+01,8.595617651939392090e+01,9.095397615432739258e+01,9.616280102729797363e+01,1.011360373497009277e+02,1.061553356647491455e+02,1.112144899368286133e+02,1.163928394317626953e+02,1.215558438301086426e+02,1.265689389705657959e+02,1.314405095577239990e+02,1.365382955074310303e+02,1.416906895637512207e+02,1.468097295761108398e+02,1.519183993339538574e+02,1.569921622276306152e+02,1.621323213577270508e+02,1.673043341636657715e+02,1.723471579551696777e+02,1.774894602298736572e+02,1.825676918029785156e+02,1.876981749534606934e+02,1.928358843326568604e+02,1.978778910636901855e+02,2.028777647018432617e+02,2.079186446666717529e+02,2.128944675922393799e+02,2.179795439243316650e+02,2.230964894294738770e+02,2.281139328479766846e+02,2.332161548137664795e+02,2.382843687534332275e+02,2.433984696865081787e+02,2.484492683410644531e+02,2.534892635345458984e+02,2.586664862632751465e+02,2.637355916500091553e+02,2.687650489807128906e+02,2.739022648334503174e+02,2.789364240169525146e+02,2.841472830772399902e+02,2.892980809211730957e+02,2.943925299644470215e+02,2.994700908660888672e+02,3.045196821689605713e+02
4.918955802917480469e+00,9.985788345336914062e+00,1.499595189094543457e+01,2.009972906112670898e+01,2.518679952621459961e+01,3.021723318099975586e+01,3.529069304466247559e+01,4.036982178688049316e+01,4.551448178291320801e+01,5.052767086029052734e+01,5.569580125808715820e+01,6.077552676200866699e+01,6.597284102439880371e+01,7.107045507431030273e+01,7.619060254096984863e+01,8.120261645317077637e+01,8.635326623916625977e+01,9.149009728431701660e+01,9.647218561172485352e+01,1.016065499782562256e+02,1.067376923561096191e+02,1.117477972507476807e+02,1.167795972824096680e+02,1.218687460422515869e+02,1.269774856567382812e+02,1.320528528690338135e+02,1.371624829769134521e+02,1.422260000705718994e+02,1.471779119968414307e+02,1.521882319450378418e+02,1.571417603492736816e+02,1.621795945167541504e+02,1.672709550857543945e+02,1.722637548446655273e+02,1.774361135959625244e+02,1.824605827331542969e+02,1.874989714622497559e+02,1.925176177024841309e+02,1.974930312633514404e+02,2.025820672512054443e+02,2.075577771663665771e+02,2.125982403755187988e+02,2.176361312866210938e+02,2.227740259170532227e+02,2.279417598247528076e+02,2.329332988262176514e+02,2.380303020477294922e+02,2.430412595272064209e+02,2.480673890113830566e+02,2.531892213821411133e+02,2.584051010608673096e+02,2.633833074569702148e+02,2.684864077568054199e+02,2.735790102481842041e+02,2.787980871200561523e+02,2.837829859256744385e+02,2.888317477703094482e+02,2.938843567371368408e+02,2.988863365650177002e+02,3.039119460582733154e+02
4.779877424240112305e+00,9.590698719024658203e+00,1.462958359718322754e+01,1.961847186088562012e+01,2.467146110534667969e+01,2.968742442131042480e+01,3.464189362525939941e+01,3.966640186309814453e+01,4.469253396987915039e+01,4.974880838394165039e+01,5.480363512039184570e+01,5.975504732131958008e+01,6.483780479431152344e+01,6.982466697692871094e+01,7.495761275291442871e+01,7.989084053039550781e+01,8.508321332931518555e+01,9.015120768547058105e+01,9.511502790451049805e+01,1.001999952793121338e+02,1.053257858753204346e+02,1.103829939365386963e+02,1.153848316669464111e+02,1.203578023910522461e+02,1.253442192077636719e+02,1.303983895778656006e+02,1.353397634029388428e+02,1.403668348789215088e+02,1.454224843978881836e+02,1.504294123649597168e+02,1.553819639682769775e+02,1.603185095787048340e+02,1.653138575553894043e+02,1.705320665836334229e+02,1.756454625129699707e+02,1.807657871246337891e+02,1.858908708095550537e+02,1.909480917453765869e+02,1.960105657577514648e+02,2.011176619529724121e+02,2.061477100849151611e+02,2.111480586528778076e+02,2.161784489154815674e+02,2.211322953701019287e+02,2.261211812496185303e+02,2.310876982212066650e+02,2.363611383438110352e+02,2.413869690895080566e+02,2.466033124923706055e+02,2.517118427753448486e+02,2.568349313735961914e+02,2.619519598484039307e+02,2.669714033603668213e+02,2.719549260139465332e+02,2.769408578872680664e+02,2.819850423336029053e+02,2.870910017490386963e+02,2.921183962821960449e+02,2.972250049114227295e+02,3.021865069866180420e+02
4.856152534484863281e+00,9.774924278259277344e+00,1.485486984252929688e+01,1.994759774208068848e+01,2.491103839874267578e+01,3.005673742294311523e+01,3.508491897583007812e+01,4.015436506271362305e+01,4.534634351730346680e+01,5.052413177490234375e+01,5.552155590057373047e+01,6.081000161170959473e+01,6.589701390266418457e+01,7.086580824851989746e+01,7.591280579566955566e+01,8.086552739143371582e+01,8.609721136093139648e+01,9.126002287864685059e+01,9.631314229965209961e+01,1.013098804950714111e+02,1.063462066650390625e+02,1.113668072223663330e+02,1.165884978771209717e+02,1.216258051395416260e+02,1.266662988662719727e+02,1.316351382732391357e+02,1.365811820030212402e+02,1.417380118370056152e+02,1.467821903228759766e+02,1.519731361865997314e+02,1.569052560329437256e+02,1.619194014072418213e+02,1.668704063892364502e+02,1.720220811367034912e+02,1.770523731708526611e+02,1.820920028686523438e+02,1.871784644126892090e+02,1.922490594387054443e+02,1.971491179466247559e+02,2.023682599067687988e+02,2.074656682014465332e+02,2.126088325977325439e+02,2.176977438926696777e+02,2.228505542278289795e+02,2.280657794475555420e+02,2.331338546276092529e+02,2.382547075748443604e+02,2.433469567298889160e+02,2.483173491954803467e+02,2.532485511302947998e+02,2.582277383804321289e+02,2.632140243053436279e+02,2.681519896984100342e+02,2.731158516407012939e+02,2.780357847213745117e+02,2.832287614345550537e+02,2.882176060676574707e+02,2.931709549427032471e+02,2.982181313037872314e+02,3.033370790481567383e+02
