4.290146827697753906e+00,9.103738069534301758e+00,1.389830970764160156e+01,1.874214816093444824e+01,2.359797644615173340e+01,2.844031023979187012e+01,3.334621572494506836e+01,3.824598026275634766e+01,4.314398765563964844e+01,4.806992864608764648e+01,5.299180793762207031e+01,5.783819794654846191e+01,6.276505041122436523e+01,6.762657117843627930e+01,7.255837464332580566e+01,7.744635033607482910e+01,8.237128829956054688e+01,8.728374266624450684e+01,9.228322243690490723e+01,9.722263360023498535e+01,1.022008488178253174e+02,1.070922091007232666e+02,1.119512708187103271e+02,1.169100036621093750e+02,1.218155562877655029e+02,1.267703330516815186e+02,1.316937022209167480e+02,1.365943202972412109e+02,1.414844505786895752e+02,1.464021711349487305e+02,1.512919290065765381e+02,1.562348577976226807e+02,1.611951527595520020e+02,1.661550965309143066e+02,1.711332206726074219e+02,1.761089780330657959e+02,1.810645334720611572e+02,1.860089342594146729e+02,1.909211618900299072e+02,1.958466389179229736e+02,2.007954680919647217e+02,2.057639949321746826e+02,2.107673730850219727e+02,2.157700037956237793e+02,2.207386519908905029e+02,2.256851685047149658e+02,2.306161749362945557e+02,2.355711367130279541e+02,2.404892303943634033e+02,2.454457542896270752e+02,2.504182045459747314e+02,2.553715281486511230e+02,2.603142445087432861e+02,2.652440097332000732e+02,2.702677397727966309e+02,2.752428081035614014e+02,2.801511030197143555e+02,2.851737439632415771e+02,2.901895222663879395e+02,2.951083939075469971e+02,3.000399401187896729e+02,0.000000000000000000e+00
4.386698484420776367e+00,9.264228105545043945e+00,1.411906909942626953e+01,1.895735955238342285e+01,2.381256771087646484e+01,2.873946404457092285e+01,3.364901590347290039e+01,3.851392006874084473e+01,4.342064666748046875e+01,4.827640509605407715e+01,5.313656067848205566e+01,5.801714825630187988e+01,6.296362304687500000e+01,6.786479592323303223e+01,7.275734329223632812e+01,7.761840391159057617e+01,8.250733971595764160e+01,8.739313530921936035e+01,9.231810498237609863e+01,9.718988156318664551e+01,1.021230113506317139e+02,1.070337169170379639e+02,1.119399518966674805e+02,1.169030516147613525e+02,1.218566763401031494e+02,1.267847113609313965e+02,1.317162649631500244e+02,1.366635324954986572e+02,1.415276653766632080e+02,1.464590024948120117e+02,1.513585834503173828e+02,1.563106174468994141e+02,1.612835307121276855e+02,1.661675822734832764e+02,1.711407196521759033e+02,1.760119497776031494e+02,1.809914321899414062e+02,1.859360935688018799e+02,1.908914945125579834e+02,1.957847905158996582e+02,2.006914165019989014e+02,2.056965205669403076e+02,2.105833048820495605e+02,2.155360667705535889e+02,2.204745171070098877e+02,2.254004018306732178e+02,2.302882375717163086e+02,2.352442998886108398e+02,2.402032439708709717e+02,2.450999295711517334e+02,2.500674674510955811e+02,2.549957942962646484e+02,2.599385044574737549e+02,2.648799607753753662e+02,2.698283085823059082e+02,2.747924423217773438e+02,2.797581999301910400e+02,2.846991674900054932e+02,2.897165613174438477e+02,2.947117543220520020e+02,2.996211407184600830e+02,3.046206283569335938e+02
4.283376216888427734e+00,9.095893144607543945e+00,1.392671799659729004e+01,1.875849580764770508e+01,2.356873154640197754e+01,2.846352505683898926e+01,3.333825588226318359e+01,3.823473954200744629e+01,4.314659237861633301e+01,4.805048274993896484e+01,5.296072888374328613e+01,5.789829921722412109e+01,6.276644134521484375e+01,6.768251371383666992e+01,7.262909889221191406e+01,7.759115552902221680e+01,8.250478219985961914e+01,8.746972465515136719e+01,9.243677091598510742e+01,9.738616991043090820e+01,1.023131897449493408e+02,1.072949581146240234e+02,1.122879967689514160e+02,1.172862229347229004e+02,1.222353799343109131e+02,1.271770451068878174e+02,1.321150546073913574e+02,1.370743041038513184e+02,1.420278012752532959e+02,1.469764358997344971e+02,1.519036662578582764e+02,1.568548109531402588e+02,1.618367645740509033e+02,1.667399888038635254e+02,1.716887388229370117e+02,1.766287813186645508e+02,1.816188349723815918e+02,1.865740132331848145e+02,1.915338757038116455e+02,1.964512436389923096e+02,2.013647563457489014e+02,2.063016121387481689e+02,2.112685656547546387e+02,2.161611971855163574e+02,2.211042661666870117e+02,2.260097091197967529e+02,2.309655687808990479e+02,2.359412045478820801e+02,2.408569157123565674e+02,2.458220894336700439e+02,2.508209507465362549e+02,2.557409992218017578e+02,2.606761410236358643e+02,2.656492741107940674e+02,2.705777292251586914e+02,2.755403888225555420e+02,2.804808280467987061e+02,2.854416830539703369e+02,2.904485311508178711e+02,2.954155213832855225e+02,3.003741483688354492e+02,0.000000000000000000e+00
4.331838130950927734e+00,9.170869588851928711e+00,1.399306631088256836e+01,1.887210845947265625e+01,2.371631097793579102e+01,2.852585792541503906e+01,3.337324261665344238e+01,3.826189494132995605e+01,4.314574933052062988e+01,4.796640992164611816e+01,5.283692264556884766e+01,5.771828961372375488e+01,6.258396911621093750e+01,6.742863512039184570e+01,7.239841032028198242e+01,7.729816174507141113e+01,8.216958713531494141e+01,8.705317473411560059e+01,9.194173550605773926e+01,9.681602764129638672e+01,1.016822166442871094e+02,1.065230453014373779e+02,1.114881479740142822e+02,1.164359731674194336e+02,1.213692679405212402e+02,1.262731878757476807e+02,1.311881237030029297e+02,1.361257669925689697e+02,1.410773103237152100e+02,1.460223262310028076e+02,1.509812154769897461e+02,1.558726398944854736e+02,1.608400509357452393e+02,1.657581145763397217e+02,1.706602528095245361e+02,1.755839693546295166e+02,1.805185072422027588e+02,1.855409257411956787e+02,1.904834723472595215e+02,1.953968141078948975e+02,2.003195054531097412e+02,2.052735950946807861e+02,2.101744363307952881e+02,2.151085653305053711e+02,2.200498082637786865e+02,2.249624211788177490e+02,2.299069850444793701e+02,2.348543660640716553e+02,2.397875702381134033e+02,2.447170100212097168e+02,2.496633601188659668e+02,2.546122899055480957e+02,2.595450270175933838e+02,2.644786031246185303e+02,2.693852565288543701e+02,2.743384566307067871e+02,2.792884683609008789e+02,2.841930365562438965e+02,2.891275498867034912e+02,2.940807764530181885e+02,2.990274901390075684e+02,3.040208570957183838e+02
4.216161012649536133e+00,9.028221845626831055e+00,1.386508989334106445e+01,1.873311901092529297e+01,2.361851596832275391e+01,2.852339148521423340e+01,3.342879748344421387e+01,3.835572290420532227e+01,4.331718015670776367e+01,4.821363878250122070e+01,5.312596702575683594e+01,5.802447032928466797e+01,6.295152425765991211e+01,6.785891985893249512e+01,7.280460929870605469e+01,7.768451118469238281e+01,8.263556241989135742e+01,8.754453015327453613e+01,9.247746157646179199e+01,9.738829493522644043e+01,1.022941844463348389e+02,1.072505247592926025e+02,1.122086215019226074e+02,1.171918585300445557e+02,1.221002750396728516e+02,1.270528614521026611e+02,1.319993870258331299e+02,1.369221711158752441e+02,1.418086862564086914e+02,1.467792868614196777e+02,1.517817246913909912e+02,1.567274930477142334e+02,1.616642804145812988e+02,1.666162333488464355e+02,1.715506088733673096e+02,1.764598181247711182e+02,1.814551327228546143e+02,1.864156813621520996e+02,1.914082732200622559e+02,1.963893561363220215e+02,2.013655614852905273e+02,2.063289499282836914e+02,2.113229112625122070e+02,2.163210883140563965e+02,2.213252151012420654e+02,2.262269566059112549e+02,2.312141418457031250e+02,2.362279388904571533e+02,2.411622910499572754e+02,2.461706607341766357e+02,2.511674411296844482e+02,2.561386988162994385e+02,2.611132080554962158e+02,2.660846765041351318e+02,2.710573282241821289e+02,2.760696675777435303e+02,2.810010087490081787e+02,2.860040292739868164e+02,2.910083546638488770e+02,2.960046148300170898e+02,3.010439066886901855e+02,0.000000000000000000e+00
4.309809207916259766e+00,9.152504682540893555e+00,1.401570081710815430e+01,1.892093706130981445e+01,2.382114005088806152e+01,2.876852869987487793e+01,3.368418478965759277e+01,3.864746618270874023e+01,4.357438039779663086e+01,4.850721478462219238e+01,5.344869637489318848e+01,5.838371396064758301e+01,6.335103130340576172e+01,6.824289751052856445e+01,7.316876697540283203e+01,7.819405484199523926e+01,8.318936991691589355e+01,8.817046761512756348e+01,9.315358090400695801e+01,9.817580628395080566e+01,1.031371355056762695e+02,1.081161115169525146e+02,1.131105704307556152e+02,1.181337306499481201e+02,1.231094241142272949e+02,1.280718822479248047e+02,1.330287215709686279e+02,1.380152032375335693e+02,1.430073771476745605e+02,1.480096216201782227e+02,1.529076542854309082e+02,1.578915545940399170e+02,1.628718440532684326e+02,1.678021042346954346e+02,1.727687487602233887e+02,1.777290554046630859e+02,1.827044939994812012e+02,1.877160885334014893e+02,1.927074968814849854e+02,1.976575956344604492e+02,2.026497888565063477e+02,2.076492400169372559e+02,2.126188750267028809e+02,2.176186954975128174e+02,2.226457884311676025e+02,2.275896208286285400e+02,2.325274944305419922e+02,2.375103299617767334e+02,2.424999754428863525e+02,2.475117590427398682e+02,2.525129005908966064e+02,2.575047261714935303e+02,2.624764482975006104e+02,2.674641816616058350e+02,2.724124023914337158e+02,2.774559514522552490e+02,2.824256169795989990e+02,2.873949260711669922e+02,2.923950347900390625e+02,2.974476497173309326e+02,3.024364550113677979e+02,0.000000000000000000e+00
4.301184415817260742e+00,9.100566864013671875e+00,1.393692827224731445e+01,1.878092622756958008e+01,2.360662126541137695e+01,2.839835500717163086e+01,3.325881004333496094e+01,3.810896420478820801e+01,4.302576541900634766e+01,4.794339632987976074e+01,5.279964065551757812e+01,5.767749547958374023e+01,6.254806160926818848e+01,6.751547074317932129e+01,7.237868046760559082e+01,7.731333732604980469e+01,8.222162103652954102e+01,8.714800143241882324e+01,9.211464095115661621e+01,9.704961800575256348e+01,1.019721505641937256e+02,1.068956911563873291e+02,1.118271131515502930e+02,1.167579829692840576e+02,1.217128677368164062e+02,1.266258575916290283e+02,1.315763916969299316e+02,1.365012691020965576e+02,1.413964383602142334e+02,1.463652842044830322e+02,1.513303413391113281e+02,1.562788147926330566e+02,1.612511303424835205e+02,1.661942229270935059e+02,1.710772135257720947e+02,1.760309162139892578e+02,1.809718320369720459e+02,1.858689136505126953e+02,1.908763794898986816e+02,1.958365116119384766e+02,2.007902653217315674e+02,2.057473890781402588e+02,2.106565735340118408e+02,2.155990779399871826e+02,2.205315215587615967e+02,2.254755823612213135e+02,2.304434943199157715e+02,2.353543860912322998e+02,2.403384461402893066e+02,2.453456919193267822e+02,2.502863485813140869e+02,2.552392463684082031e+02,2.601812551021575928e+02,2.651206915378570557e+02,2.700600030422210693e+02,2.750144972801208496e+02,2.799704754352569580e+02,2.848864645957946777e+02,2.898389453887939453e+02,2.947856504917144775e+02,2.997534167766571045e+02,3.047043135166168213e+02
4.288846969604492188e+00,9.077852010726928711e+00,1.394994807243347168e+01,1.888147854804992676e+01,2.381557774543762207e+01,2.878388285636901855e+01,3.371923947334289551e+01,3.863780736923217773e+01,4.353619575500488281e+01,4.846814680099487305e+01,5.335784816741943359e+01,5.834446644783020020e+01,6.331197857856750488e+01,6.822659587860107422e+01,7.315862560272216797e+01,7.811405181884765625e+01,8.305193161964416504e+01,8.799367594718933105e+01,9.298107051849365234e+01,9.796681499481201172e+01,1.030064375400543213e+02,1.079371688365936279e+02,1.128702280521392822e+02,1.178932969570159912e+02,1.228146042823791504e+02,1.278242859840393066e+02,1.327926685810089111e+02,1.377534987926483154e+02,1.427511675357818604e+02,1.477072682380676270e+02,1.526639697551727295e+02,1.576463415622711182e+02,1.626358671188354492e+02,1.676140573024749756e+02,1.725835201740264893e+02,1.775440351963043213e+02,1.824988038539886475e+02,1.875177156925201416e+02,1.925463802814483643e+02,1.974906580448150635e+02,2.024610400199890137e+02,2.074219753742218018e+02,2.124355051517486572e+02,2.174232590198516846e+02,2.224289913177490234e+02,2.274278130531311035e+02,2.324248244762420654e+02,2.373960118293762207e+02,2.423830406665802002e+02,2.473688364028930664e+02,2.523147912025451660e+02,2.572504391670227051e+02,2.622843103408813477e+02,2.672277870178222656e+02,2.722365307807922363e+02,2.772272894382476807e+02,2.822069108486175537e+02,2.871904089450836182e+02,2.921856417655944824e+02,2.970973498821258545e+02,3.021025080680847168e+02,0.000000000000000000e+00
4.358625173568725586e+00,9.161838531494140625e+00,1.403000950813293457e+01,1.888333225250244141e+01,2.377093625068664551e+01,2.875115084648132324e+01,3.374340271949768066e+01,3.868287563323974609e+01,4.367229652404785156e+01,4.861246347427368164e+01,5.350237488746643066e+01,5.844533443450927734e+01,6.341374945640563965e+01,6.835657978057861328e+01,7.330133295059204102e+01,7.824129629135131836e+01,8.320092344284057617e+01,8.816174221038818359e+01,9.309982371330261230e+01,9.805242156982421875e+01,1.030594565868377686e+02,1.080099689960479736e+02,1.129397463798522949e+02,1.179025790691375732e+02,1.228475008010864258e+02,1.278476822376251221e+02,1.327860386371612549e+02,1.377344682216644287e+02,1.427110042572021484e+02,1.476585330963134766e+02,1.526397492885589600e+02,1.575717060565948486e+02,1.625574042797088623e+02,1.675190405845642090e+02,1.724610531330108643e+02,1.774180965423583984e+02,1.823733243942260742e+02,1.873696744441986084e+02,1.923291277885437012e+02,1.973096442222595215e+02,2.022529647350311279e+02,2.072257897853851318e+02,2.121791541576385498e+02,2.171814467906951904e+02,2.221893184185028076e+02,2.271797573566436768e+02,2.321986529827117920e+02,2.371799974441528320e+02,2.421911492347717285e+02,2.472271726131439209e+02,2.522406663894653320e+02,2.572246882915496826e+02,2.622394187450408936e+02,2.672237737178802490e+02,2.722839906215667725e+02,2.772433905601501465e+02,2.822468206882476807e+02,2.872047977447509766e+02,2.921780180931091309e+02,2.971954283714294434e+02,3.021646542549133301e+02,0.000000000000000000e+00
4.323823451995849609e+00,9.185581445693969727e+00,1.409377598762512207e+01,2.288353824615478516e+01,2.776488757133483887e+01,3.271621727943420410e+01,3.772612118721008301e+01,4.268810987472534180e+01,4.769164824485778809e+01,5.260410022735595703e+01,5.753516316413879395e+01,6.251741313934326172e+01,6.747054409980773926e+01,7.240946435928344727e+01,7.741888666152954102e+01,8.238550758361816406e+01,8.732660841941833496e+01,9.229903531074523926e+01,9.735759115219116211e+01,1.023982491493225098e+02,1.073713886737823486e+02,1.123588757514953613e+02,1.172846109867095947e+02,1.221991908550262451e+02,1.271924293041229248e+02,1.321746439933776855e+02,1.371209390163421631e+02,1.420895812511444092e+02,1.470196068286895752e+02,1.519976899623870850e+02,1.569888963699340820e+02,1.619768443107604980e+02,1.669483094215393066e+02,1.719153251647949219e+02,1.769020624160766602e+02,1.818719005584716797e+02,1.868139309883117676e+02,1.917915215492248535e+02,1.967929866313934326e+02,2.017792372703552246e+02,2.067775652408599854e+02,2.117548034191131592e+02,2.167351164817810059e+02,2.217302732467651367e+02,2.267551622390747070e+02,2.317725789546966553e+02,2.368064792156219482e+02,2.418174364566802979e+02,2.468136303424835205e+02,2.518189237117767334e+02,2.568557438850402832e+02,2.618805229663848877e+02,2.668856222629547119e+02,2.718470256328582764e+02,2.768291759490966797e+02,2.818307223320007324e+02,2.868433356285095215e+02,2.918702676296234131e+02,2.968453063964843750e+02,3.018416843414306641e+02,0.000000000000000000e+00,0.000000000000000000e+00
