7.350000000000000000e+02,7.260000000000000000e+02,7.260000000000000000e+02,7.260000000000000000e+02,7.260000000000000000e+02,7.260000000000000000e+02,7.260000000000000000e+02,7.260000000000000000e+02,7.260000000000000000e+02,7.260000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.070000000000000000e+02,7.030000000000000000e+02,7.030000000000000000e+02,7.030000000000000000e+02,7.030000000000000000e+02,7.030000000000000000e+02,7.030000000000000000e+02,7.030000000000000000e+02,7.030000000000000000e+02,7.030000000000000000e+02,7.030000000000000000e+02
7.540000000000000000e+02,7.500000000000000000e+02,7.350000000000000000e+02,7.350000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.190000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02
7.690000000000000000e+02,7.280000000000000000e+02,7.280000000000000000e+02,7.280000000000000000e+02,7.080000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02
7.730000000000000000e+02,7.410000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02
7.790000000000000000e+02,7.400000000000000000e+02,7.210000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.080000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02,7.040000000000000000e+02
7.680000000000000000e+02,7.270000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02,7.100000000000000000e+02
8.010000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.110000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02
7.780000000000000000e+02,7.330000000000000000e+02,7.310000000000000000e+02,7.310000000000000000e+02,7.210000000000000000e+02,7.210000000000000000e+02,7.210000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.180000000000000000e+02,7.160000000000000000e+02,7.160000000000000000e+02,7.160000000000000000e+02,7.160000000000000000e+02,7.160000000000000000e+02,7.160000000000000000e+02,7.160000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02
7.290000000000000000e+02,7.290000000000000000e+02,7.290000000000000000e+02,7.290000000000000000e+02,7.290000000000000000e+02,7.290000000000000000e+02,7.290000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02,7.120000000000000000e+02
7.880000000000000000e+02,7.560000000000000000e+02,7.360000000000000000e+02,7.240000000000000000e+02,7.240000000000000000e+02,7.240000000000000000e+02,7.240000000000000000e+02,7.240000000000000000e+02,7.240000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02,7.050000000000000000e+02
