7.140000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,0.000000000000000000e+00
7.010000000000000000e+02,7.010000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02
7.130000000000000000e+02,7.050000000000000000e+02,6.970000000000000000e+02,6.970000000000000000e+02,6.970000000000000000e+02,6.830000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,6.650000000000000000e+02,0.000000000000000000e+00
7.300000000000000000e+02,6.980000000000000000e+02,6.980000000000000000e+02,6.920000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.750000000000000000e+02
7.350000000000000000e+02,7.170000000000000000e+02,6.950000000000000000e+02,6.950000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02
7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.900000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.730000000000000000e+02
7.050000000000000000e+02,6.970000000000000000e+02,6.970000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.910000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.850000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02
7.180000000000000000e+02,7.090000000000000000e+02,7.090000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02
7.090000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02
7.300000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.020000000000000000e+02,7.000000000000000000e+02,7.000000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02,6.870000000000000000e+02
