1.803351211547851562e+01,3.771184754371643066e+01,5.738055586814880371e+01,7.714567756652832031e+01,9.688914132118225098e+01,1.165066521167755127e+02,1.361810491085052490e+02,1.559624469280242920e+02,1.757145226001739502e+02,1.955534410476684570e+02,2.152371695041656494e+02,2.350210957527160645e+02,2.547804427146911621e+02,2.744505064487457275e+02,2.942956621646881104e+02,3.140447256565093994e+02,3.337741637229919434e+02,3.536880118846893311e+02,3.736675193309783936e+02,3.934865045547485352e+02,4.134725716114044189e+02,4.332556037902832031e+02,4.529811086654663086e+02,4.729277572631835938e+02,4.926426093578338623e+02,5.125245831012725830e+02,5.323825461864471436e+02,5.520839607715606689e+02,5.719340345859527588e+02,5.917782402038574219e+02,6.115130531787872314e+02,6.312485027313232422e+02,6.511932730674743652e+02,6.710601263046264648e+02,6.908675911426544189e+02,7.106829307079315186e+02,7.305444347858428955e+02
1.782204365730285645e+01,3.731414341926574707e+01,5.701410961151123047e+01,7.656386637687683105e+01,9.627767515182495117e+01,1.160415713787078857e+02,1.358329615592956543e+02,1.554182288646697998e+02,1.752528252601623535e+02,1.950368595123291016e+02,2.147763745784759521e+02,2.345534901618957520e+02,2.544779872894287109e+02,2.742764470577239990e+02,2.940982367992401123e+02,3.138287196159362793e+02,3.336451594829559326e+02,3.533966679573059082e+02,3.730494487285614014e+02,3.930427567958831787e+02,4.129586863517761230e+02,4.327871649265289307e+02,4.525171215534210205e+02,4.724350409507751465e+02,4.922178373336791992e+02,5.119733841419219971e+02,5.318178143501281738e+02,5.516041648387908936e+02,5.714714455604553223e+02,5.914991955757141113e+02,6.112308862209320068e+02,6.311018154621124268e+02,6.509970803260803223e+02,6.709358425140380859e+02,6.907773354053497314e+02,7.107185471057891846e+02,7.305588874816894531e+02
1.826542782783508301e+01,3.801344466209411621e+01,5.775858116149902344e+01,7.760360169410705566e+01,9.745399332046508789e+01,1.175488679409027100e+02,1.376253020763397217e+02,1.578806376457214355e+02,1.779844017028808594e+02,1.979911377429962158e+02,2.180807788372039795e+02,2.380705513954162598e+02,2.579968898296356201e+02,2.780774986743927002e+02,2.981929123401641846e+02,3.183029875755310059e+02,3.384235472679138184e+02,3.584314746856689453e+02,3.785081515312194824e+02,3.985602803230285645e+02,4.184843261241912842e+02,4.386546084880828857e+02,4.587635571956634521e+02,4.789868240356445312e+02,4.991138870716094971e+02,5.191481430530548096e+02,5.392034618854522705e+02,5.592366888523101807e+02,5.794723687171936035e+02,5.996211161613464355e+02,6.196693480014801025e+02,6.396907341480255127e+02,6.599641675949096680e+02,6.802116160392761230e+02,7.003638660907745361e+02,7.203817706108093262e+02,0.000000000000000000e+00
1.819816398620605469e+01,3.786968779563903809e+01,5.786613464355468750e+01,7.766075968742370605e+01,9.739083051681518555e+01,1.173387074470520020e+02,1.373262174129486084e+02,1.573933811187744141e+02,1.772553255558013916e+02,1.973147277832031250e+02,2.173831305503845215e+02,2.375926945209503174e+02,2.576982448101043701e+02,2.776941831111907959e+02,2.977117006778717041e+02,3.177955324649810791e+02,3.378837854862213135e+02,3.580102808475494385e+02,3.782294988632202148e+02,3.983899710178375244e+02,4.184697401523590088e+02,4.386242702007293701e+02,4.587588684558868408e+02,4.787881798744201660e+02,4.989281029701232910e+02,5.192031493186950684e+02,5.393412618637084961e+02,5.593714160919189453e+02,5.796845762729644775e+02,5.998091826438903809e+02,6.199222812652587891e+02,6.401051208972930908e+02,6.603698225021362305e+02,6.807230830192565918e+02,7.010503010749816895e+02,7.212368247509002686e+02,0.000000000000000000e+00
1.810464262962341309e+01,3.767154860496520996e+01,5.739916920661926270e+01,7.720894670486450195e+01,9.709669446945190430e+01,1.169324908256530762e+02,1.369720458984375000e+02,1.570561387538909912e+02,1.771262137889862061e+02,1.972429378032684326e+02,2.175410366058349609e+02,2.376867785453796387e+02,2.576920294761657715e+02,2.777885191440582275e+02,2.977859117984771729e+02,3.177762029170989990e+02,3.378019211292266846e+02,3.579141595363616943e+02,3.785065345764160156e+02,4.024451327323913574e+02,4.225208952426910400e+02,4.424371781349182129e+02,4.625901250839233398e+02,4.825968041419982910e+02,5.026495635509490967e+02,5.226118166446685791e+02,5.425562851428985596e+02,5.626545829772949219e+02,5.828886339664459229e+02,6.030795059204101562e+02,6.232298457622528076e+02,6.433207023143768311e+02,6.634223623275756836e+02,6.834851868152618408e+02,7.036197018623352051e+02,7.237776217460632324e+02,0.000000000000000000e+00
1.829956483840942383e+01,3.825351572036743164e+01,5.809381818771362305e+01,7.798949098587036133e+01,9.794560289382934570e+01,1.179942953586578369e+02,1.380459573268890381e+02,1.580922908782958984e+02,1.781655683517456055e+02,1.982966876029968262e+02,2.183062918186187744e+02,2.382338335514068604e+02,2.583597891330718994e+02,2.814154806137084961e+02,3.034451467990875244e+02,3.235222034454345703e+02,3.436519052982330322e+02,3.636992127895355225e+02,3.837231292724609375e+02,4.037726767063140869e+02,4.238436515331268311e+02,4.440293142795562744e+02,4.640679616928100586e+02,4.842516586780548096e+02,5.044105408191680908e+02,5.245224359035491943e+02,5.445863270759582520e+02,5.646453623771667480e+02,5.848294246196746826e+02,6.050294132232666016e+02,6.251534461975097656e+02,6.453124039173126221e+02,6.652456338405609131e+02,6.851993260383605957e+02,7.053576419353485107e+02,7.254529964923858643e+02,0.000000000000000000e+00
1.790260672569274902e+01,3.752880215644836426e+01,5.719480824470520020e+01,7.697668290138244629e+01,9.691159963607788086e+01,1.171260643005371094e+02,1.371717481613159180e+02,1.571496071815490723e+02,1.773592607975006104e+02,1.976769368648529053e+02,2.178588392734527588e+02,2.378803181648254395e+02,2.579931871891021729e+02,2.780263755321502686e+02,2.980931715965270996e+02,3.181704328060150146e+02,3.382298672199249268e+02,3.582561416625976562e+02,3.786452183723449707e+02,3.987375190258026123e+02,4.187740929126739502e+02,4.389987425804138184e+02,4.591412293910980225e+02,4.792739245891571045e+02,4.993172471523284912e+02,5.194418244361877441e+02,5.395961792469024658e+02,5.597300882339477539e+02,5.798476607799530029e+02,6.000014314651489258e+02,6.200072195529937744e+02,6.401205742359161377e+02,6.602812769412994385e+02,6.805123431682586670e+02,7.007720789909362793e+02,7.210043969154357910e+02,0.000000000000000000e+00
1.798822617530822754e+01,3.775471234321594238e+01,5.757771396636962891e+01,7.733278989791870117e+01,9.726151084899902344e+01,1.173902339935302734e+02,1.373409879207611084e+02,1.573736636638641357e+02,1.774310624599456787e+02,1.972997717857360840e+02,2.174802556037902832e+02,2.375856440067291260e+02,2.577279343605041504e+02,2.778235037326812744e+02,2.978707275390625000e+02,3.179989266395568848e+02,3.382176442146301270e+02,3.581686782836914062e+02,3.783108298778533936e+02,3.986243252754211426e+02,4.187921795845031738e+02,4.389673511981964111e+02,4.591489496231079102e+02,4.792466280460357666e+02,4.992516596317291260e+02,5.193165433406829834e+02,5.394340019226074219e+02,5.596605064868927002e+02,5.798824093341827393e+02,6.001370539665222168e+02,6.203055684566497803e+02,6.404726905822753906e+02,6.605312759876251221e+02,6.805895211696624756e+02,7.007529673576354980e+02,7.208713502883911133e+02,0.000000000000000000e+00
1.831207561492919922e+01,3.786294555664062500e+01,5.755499720573425293e+01,7.748717260360717773e+01,9.731699323654174805e+01,1.174687740802764893e+02,1.376564064025878906e+02,1.576151921749114990e+02,1.777159194946289062e+02,1.977396490573883057e+02,2.177825834751129150e+02,2.378755834102630615e+02,2.578492064476013184e+02,2.780145630836486816e+02,2.981241252422332764e+02,3.180438654422760010e+02,3.380419151782989502e+02,3.581249897480010986e+02,3.781393024921417236e+02,3.984186196327209473e+02,4.185357174873352051e+02,4.387655811309814453e+02,4.589309847354888916e+02,4.789846916198730469e+02,4.991014621257781982e+02,5.192746276855468750e+02,5.395013768672943115e+02,5.596617810726165771e+02,5.797608075141906738e+02,5.998919832706451416e+02,6.199840509891510010e+02,6.400945360660552979e+02,6.602559692859649658e+02,6.804028322696685791e+02,7.005334463119506836e+02,7.207852027416229248e+02,0.000000000000000000e+00
1.818622088432312012e+01,3.776441097259521484e+01,5.742836332321166992e+01,7.732578134536743164e+01,9.725101613998413086e+01,1.173081667423248291e+02,1.374262785911560059e+02,1.573601446151733398e+02,1.775468637943267822e+02,1.976203763484954834e+02,2.176658136844635010e+02,2.377294125556945801e+02,2.577702260017395020e+02,2.777754909992218018e+02,2.982963008880615234e+02,3.222400240898132324e+02,3.424802052974700928e+02,3.625396378040313721e+02,3.826643798351287842e+02,4.028141899108886719e+02,4.229221618175506592e+02,4.430281720161437988e+02,4.632615427970886230e+02,4.834732306003570557e+02,5.035697207450866699e+02,5.236512382030487061e+02,5.437404022216796875e+02,5.637973341941833496e+02,5.838113856315612793e+02,6.038662712574005127e+02,6.242194793224334717e+02,6.443064057826995850e+02,6.643727488517761230e+02,6.845164985656738281e+02,7.046831412315368652e+02,7.249169383049011230e+02,0.000000000000000000e+00
