7.410000000000000000e+02,7.090000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02
7.600000000000000000e+02,7.060000000000000000e+02,7.030000000000000000e+02,6.980000000000000000e+02,6.870000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.800000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.790000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02,6.570000000000000000e+02
7.380000000000000000e+02,7.010000000000000000e+02,7.000000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02
7.490000000000000000e+02,6.940000000000000000e+02,6.850000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.750000000000000000e+02,6.740000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.640000000000000000e+02
7.370000000000000000e+02,7.030000000000000000e+02,6.970000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02,6.630000000000000000e+02
7.550000000000000000e+02,6.960000000000000000e+02,6.960000000000000000e+02,6.910000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.820000000000000000e+02,6.810000000000000000e+02,6.810000000000000000e+02,6.810000000000000000e+02,6.810000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02
7.590000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.900000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.740000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.710000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.690000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02
7.330000000000000000e+02,7.060000000000000000e+02,6.950000000000000000e+02,6.840000000000000000e+02,6.840000000000000000e+02,6.840000000000000000e+02,6.840000000000000000e+02,6.840000000000000000e+02,6.840000000000000000e+02,6.840000000000000000e+02,6.840000000000000000e+02,6.840000000000000000e+02,6.840000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.780000000000000000e+02,6.720000000000000000e+02,6.720000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02
7.200000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.860000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.680000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02,6.670000000000000000e+02
7.470000000000000000e+02,7.050000000000000000e+02,6.910000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,6.830000000000000000e+02,6.830000000000000000e+02,6.770000000000000000e+02,6.770000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.640000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02,6.620000000000000000e+02
